name,lat,lon,amenity,cuisine,website,phone,opening_hours,address
Bar Tabacchi Molino delle Armi,45.4566899,9.1834244,bar,,,+393338571815,,"Via Santa Croce 2, 20131, Milano"
Bar Coffé Mokarabia,45.4898502,9.2053955,cafe,,,,,"Via Ponte Seveso 36, 20125, Milano"
Cià... Birretta,45.4548850,9.1730030,pub,,,,Mo-Su 17:00-01:30,"Viale Gorizia 1, 20144, Milano"
Q Club,45.4886677,9.2197104,nightclub,,,,Fr-Sa 24:00-05:00,"Via Padova 21, 20127, Milano"
On The Road,45.4838989,9.1825680,bar,,,,,
Prestin,45.4679292,9.1549832,cafe,,,,,Via Michelangelo Buonarroti 7
Sally bar,45.4560493,9.1868039,bar,,,,,"Via Molino delle Armi 3, 20123, Milano"
Unplug,45.4505401,9.2043575,pub,,,,Mo-Su 18:00-01:00,
Bones Pub,45.4510526,9.1916567,pub,,,+39 02 45397940,,
La stuzzicheria,45.4572882,9.1758271,cafe,,https://www.facebook.com/people/La-Stuzzicheria-Bar-Caffetteria/100047960991070/,+39028356446,,"Corso Genova 15n03, 20123, Milano"
Caffè Napoli,45.4560172,9.1712861,cafe,,https://www.caffenapoli.com/,,Mo-Fr 07:00-18:00; Sa-Su 08:00-18:00,"Viale Coni Zugna 63, 20144, Milano"
Explosion cafè pub & bar,45.4570019,9.1725606,cafe,,,+390258112089,,"Via Fabio Mangone 3, 20123, Milano"
Bar al 57,45.4567934,9.1724045,bar,,,+390258114908,,"Viale Papiniano 57, 20123, Milano"
Gran Caffé,45.4624489,9.2048866,cafe,,,,,
Banco d'assaggio,45.4650003,9.2144722,bar,,,,,
Enoteca naturale,45.4533988,9.1819841,bar,,https://enotecanaturale.it/,+39 335 8020382,Mo-Fr 17:30-23:00; Sa-Su 12:30-23:00,"Via Santa Croce 19, 20122"
Flora Labora,45.4495103,9.1772192,cafe,,https://www.floraetlabora.it/,,"Tu, We 10:00-19:00; Th, Su 10:00-23:30; Fr, Sa 10:00-00:00","Alzaia Naviglio Pavese 20, 20143, Milano"
La locanda del gatto rosso,45.4671748,9.1932777,cafe,,,,,"Piazza Filippo Meda 5, 20121, Milano"
Pascucci,45.4841618,9.2018527,cafe,,,,"Mo-Fr 07:30-19:00; Sa,Su 08:00-19:00","Via Vittor Pisani 31, 20124"
Mag La Pusterla,45.4587058,9.1782911,bar,,https://farmily.webflow.io/locali/mag-pusterla,+390249755094,,"Via Edmondo De Amicis 22, 20123, Milano"
Scott Joplin,45.5160674,9.1886642,pub,,http://scottjoplin.it/,+39 339 3769284,,"Via Val di Ledro 11, 20162, Milano"
Chez Nous,45.5159618,9.1886854,cafe,,,,,
La Bottega del Colibrì,45.4813243,9.2024135,cafe,,,+39 02 8363 7915,,Via Carlo Tenca 19
Caffè Napoli,45.4770092,9.1958612,cafe,,,,,
Da Mario,45.4628983,9.1277966,cafe,,,,,
Yogorino,45.4475656,9.1785846,bar,,,,Mo-Sa 07:00-19:30,"Via Pavia 6, 20136, Milano"
VyTA,45.4857718,9.2044824,cafe,,,,,
Pura Vida,45.4385275,9.2301759,nightclub,,,,,
Il Miliardario,45.4385003,9.2277061,cafe,,,,,
Selfie Bar,45.4388629,9.2269303,cafe,,,,,
Garden Bar,45.4395428,9.2255777,cafe,,,,,
Caffé Corvetto,45.4397795,9.2250601,cafe,,,,,
Dolce Vita,45.4400162,9.2249323,cafe,,,,,
Bar G. Tecle,45.5093185,9.1986246,cafe,,,,,
Caffetteria di Bruno Manenti,45.5093625,9.1988585,cafe,,,,,
Officinazero,45.4857428,9.2142910,bar,,,,,"Viale Andrea Doria 44, 20124, Milano"
Bar Laura,45.4916551,9.2185526,cafe,,,,,
Tel Chi,45.4558758,9.2101596,cafe,,,,,
Il Salumaio di Montenapoleone,45.4696727,9.1946160,cafe,,https://www.ilsalumaiodimontenapoleone.it/,,,"Via Santo Spirito 10, 20121"
Bar Nievo,45.4939700,9.1446337,bar,,,,,
Caffè Luciano,45.4896474,9.1268048,cafe,,,,,
Foresta woodbar,45.4596999,9.1818685,bar,,,,,Via Celestino Quarto 6
Rebelot,45.4624894,9.1370098,bar,,,,,"Viale Pisa 47, 20146, Milano"
4mat bistrot,45.4911901,9.1888467,cafe,,,,,"Via Genova Thaon Di Revel 5, 20129"
Hardy,45.4685101,9.2226946,cafe,,,,,
Mealthie,45.4622931,9.1676959,cafe,,https://www.mealthie.it/,,Mo-Su 08:00-22:30,"Via Gian Battista Vico 38, 20123, Milano"
EL&N,45.4839219,9.1893532,cafe,coffee_shop,https://it.elnlondon.com/pages/gae-aulenti,,"Mo-Fr 08:00-22:00; Sa, Su 09:00-22:00; PH 09:00-22:00","Piazza Gae Aulenti, 20154"
GustaMi,45.4705861,9.2008437,cafe,,,,,"Corso Venezia 41, 20121, Milano"
Wanasah,45.4893306,9.1832587,cafe,,,,,
La cantina del Maurone,45.4990774,9.1690531,cafe,,,,,
Bar Italia,45.5058396,9.1791077,cafe,,,,,
Pave - Gelati & Granite,45.4628960,9.2005335,cafe,,https://pavemilano.com,,Mo-Fr 13:00-19:30; Sa-Su 14:00-20:00,
Tommy's Bar,45.4784584,9.1924105,cafe,,,,,
Profumo Bakery,45.4814624,9.1928263,cafe,,https://profumobakery.com/,,,"Via Amerigo Vespucci 11, 20124, Milano"
46,45.4783730,9.1924161,cafe,,,,,
Gustavo,45.4549776,9.1615395,cafe,italian;burger;international;salad;sandwich,https://gustavo.qromo.it/,+390283649477,"Mo 08:00-15:00; Tu-Fr 08:00-15:00, 17:30-21:30; Sa-Su Mo 08:00-15:30","Via Andrea Solari 26, 20144, Milano"
Harris Bar,45.4538592,9.1580855,bar,,https://www.harrisbarmilano.it/,+390242290276,,"Via Andrea Solari 50, 20144, Milano"
I Beerbanti,45.4537331,9.1576930,pub,,,+390242297612,,"Via Andrea Solari 52, 20144, Milano"
GEB,45.4922187,9.1886279,bar,,,,,
Luma,45.4895698,9.1888911,bar,,,,,"Via Pietro Borsieri 39, 20159"
Les amis,45.4549264,9.1613733,cafe,,https://www.lesamisinsolari.it/,+390209958492;+393492609661,,"Via Andrea Solari 30, 20144, Milano"
Sun Strac,45.5252851,9.1904820,cafe,ice_cream,https://sunstrac.it/,,,"Via Luigi Ornato, 20162, Milano"
Cafè Posilipo,45.4859870,9.2303392,bar,,,,Mo-Su 07:00-21:00,"Via Nicola Antonio Porpora 144, 20131, Milano"
Gramm,45.4511779,9.1727932,bar,,,,,"Ripa di Porta Ticinese 49, 20143, Milano"
Frankie's,45.4556077,9.1807627,cafe,sandwich;juice;salad,https://frankiesitalia.it/,+390291943289,,"Corso di Porta Ticinese 89, 20123, Milano"
Anarres,45.4930125,9.2207644,bar,,https://www.anarres.it/,+39 340 687 0353; +39 02 0994 2972,"Mo-Fr 17:00-24:00, Sa,Su 10:00-24:00","Via Pietro Crespi 11, 20127"
The Dome,45.4634964,9.1883863,bar,,https://www.thedomemilano.com/,,,"Via Giuseppe Mazzini 2, 20123"
ZOG,45.4514151,9.1739607,cafe,,,+39 02 36526252,Mo-Su 08:00-02:00,"Via Filippo Argelati 2, 20143, Milano"
Ciclocaffè,45.5070519,9.2528461,cafe,,https://ciclocaffe.it/,+39 379 251 4442,,Via Rizzoli 47
Bar Snoopy,45.4496905,9.1377745,cafe,chinese;italian;coffee_shop,,,,"Via dei Tulipani 16, 20146, Milano"
Bar Sporting,45.4675304,9.0850280,cafe,hawaiian;italian,,,,"Via Quinto Romano 70, Milano"
Rabbit Hole Café,45.4617268,9.1881116,cafe,coffee_shop,https://rabbitholecafe.com,,Mo-Sa 8:00-21:00; Su 09:00-21:00,"Via Giuseppe Mazzini 20, 20123, Milano"
La Medina - Pasticceria e sala da té,45.4882769,9.1605150,cafe,marocchina,,,,"Via Tolentino 1, 20154, Milano"
Vertigo Osteria contemporanea e bar,45.4813325,9.1885154,cafe,,,,,
Café restaurant,45.4966283,9.1759172,cafe,,,,,
Pastis,45.4737802,9.1411096,bar,,,,,Piazza Monte Falterona 2
Giardino,45.4572400,9.1903593,bar,,,+390258325260,,"Via San Senatore 16, 20122, Milano"
[lù-po],45.4914798,9.1887262,bar,,,,,
Bar 30 E Lode,45.4807451,9.2250841,cafe,,,+393389964167,Mo-Sa 06:00-21:00,"Piazzale Gabrio Piola, 20131, Milano"
Bounty,45.4716754,9.1679398,cafe,,,,,
Bar Alessandro,45.5010687,9.1899184,cafe,,,,,
D'ire Bistrot,45.4656781,9.1592343,cafe,,,+39 02 84572986,,"Via Cimarosa 5, 20144"
Pub24,45.4882628,9.1891046,pub,,,,,
Caffetteria Morelli,45.4887119,9.1887718,cafe,,,,,
Tondo Cafè,45.4316012,9.2446190,cafe,,,,,
Lom Dopolavoro,45.4885695,9.1734649,bar,,,+39 327 069 8267,"Mo-Th,Su 18:30-24:00; Fr-Sa 18:30-02:00",
Buatta Caffetteria,45.4940612,9.1528187,cafe,coffee_shop,,+39 388 9746 502,,"Via Masolino da Panicale 12, 20155, Milano"
Apophis Club,45.4625856,9.1960482,nightclub,,https://www.apophisclub.com/,+39 342 573 2668,,"Via Carlo Giuseppe Merlo 3, 20122, Milano"
Bar Queen,45.4695830,9.2241320,bar,,,,,
Onest,45.4668833,9.2224427,cafe,,https://en.onestmilano.com/,,We-Fr 08:00-23:30; Sa-Su 09:00-23:30,Via Gerolamo Turroni 2
Il gelato di Gigi,45.5012815,9.1954049,cafe,,,,"Mo, We-Fr 08:00-20:00; Sa-Su 09:00-20:00","Piazza Caserta 1, 20159"
Luxy Club Milano,45.4794635,9.2095709,nightclub,,,,,
Carpe Diem,45.4740231,9.1835987,cafe,,,,,
Portico 84,45.4769050,9.1844278,cafe,,,,Mo-Su 07:30-00:00,
Loste Cafè,45.4670146,9.2088411,cafe,,https://lostecafe.com,+39 02 4537 5475,Mo-Sa 08:00-17:00; Su 08:00-14:00,"Via Francesco Guicciardini 3, 20129, Milano"
ToastEat,45.4054054,9.1618884,bar,,,,,"Viale Milanofiori, 20057, Assago"
Tra le righe,45.4853340,9.2301404,cafe,,,,,
12oz,45.4287650,9.2547478,cafe,coffee_shop;juice;donut;dessert,https://www.12ozcj.com/,,,
MaJuDa,45.4270383,9.1785909,cafe,coffee_shop;deli,,+39 02 2416 4767,Mo-Sa 07:00-21:00,"Via dei Missaglia 13, 20142"
Fuori Luogo,45.4929688,9.1852808,bar,,,,Tu-Th 08:00-23:30; Fr 08:00-01:30; Sa 10:00-01:30; Su 10:00-22:00,"Via Lepontina 12, 20159, Milano"
Chocolat Cafè Milano,45.4659338,9.1515113,cafe,,https://www.chocolatcafemilano.it/,+39 02 64082714,Mo-Sa 07:00-20:00,"Via Sacco 5, 20146, Milano"
Modà,45.4892546,9.1488265,cafe,,,,,
Bar del 104,45.5036515,9.1644809,cafe,,,,,"Via Giuseppe Candiani 104, 20158, Milano"
Bar Tabacchi Meeting,45.4970150,9.1815943,cafe,,,+39 02 608 0058,,"Viale Edoardo Jenner 23, 20159, Milano"
Bar Taita,45.4729189,9.2351923,bar,,https://bartaita.eatbu.com/,+39 338 692 3799,Mo-Fr 06:00-19:30; Sa 06:00-14:30,"Largo Oreste Murani 2, 20133, Milano"
Headbangers,45.4505975,9.2199534,pub,sandwich;burger;snack,https://headbangerspub.com,,Mo 20:00-01:00; Tu off; We-Th 20:00-02:00; Fr-Su 20:00-04:00; Su 20:00-01:00,"Via Tito Livio 33a, Milano"
Prima classe,45.4646442,9.1890008,cafe,,,,,
Una cosa,45.4546263,9.1789354,cafe,,https://www.unacosabistrot.it/,,"Mo off; Tu-Fr 08:30-15:00,18:00-00:00; Sa 08:30-00:00; Su 10:00-00:00","Via Scaldasole 7, 20123, Milano"
La Lanterna,45.5088310,9.1969587,cafe,,,,,
Simon's Bar,45.5080146,9.1949266,cafe,coffee_shop,,,,
Cin cin,45.4795434,9.2104002,bar,,,,,
Crisma,45.4794387,9.2096161,cafe,,,,,
Bar Sesto,45.4668629,9.1457560,cafe,,,,,
Passalacqua,45.4758560,9.1940247,cafe,,,,,
Love Bar,45.4728292,9.2097254,bar,,,,,
Ccafè Soleil,45.4568966,9.2018504,cafe,,,,,
Drogheria Sociale,45.4909496,9.2154685,cafe,,https://www.drogheriasociale.com/,,Tu-Fr 07:30-19:30; Mo 07:30-12:30; Sa 08:00-19:30,Via Giulio e Corrado Venini 53
Much More Cafe,45.4452783,9.1638486,cafe,,,,,"Via Carlo Torre 45, 20143, Milano"
Rita caffetteria,45.5084057,9.1871325,cafe,,https://www.cirfood.com/it/ristorazione-commerciale/trova-locali/rita-niguarda,+39 02 6611 4426,Mo-Fr 07:30-16:00; Sa-Su closed; PH closed,"Piazza Ospedale Maggiore, 21026, Milano"
Bottega caffè cacao,45.4624976,9.2007647,cafe,,,,,
Leyla Food & Drink,45.4526855,9.2100717,bar,,,+39 328 705 3652,Mo-We 07:00-19:00; Th-Fr 07:00-21:30; Sa 08:00-14:30; Su off,"Via Sigieri 10, 20135, Milano"
Pause,45.4804887,9.2122676,bar,,,,,
Croque Monsieur,45.4908446,9.1838793,bar,breakfast,,+39 02 9924 7787,,via Carlo Farini 44
Gallery Cafè,45.4980095,9.2368948,cafe,,,,Mo-Fr 07:00-20:00; Sa 08:00-20:00; Su 08:00-19:00,
Castle Rock Cafè,45.5145719,9.1156161,pub,,,,,"Via privata Venezia Giulia 16, 20157, Milano"
Ligera,45.4982575,9.2325500,pub,pizza;burger;italian,https://www.ligeramilano.it/,,,
Sound,45.5115113,9.2093684,nightclub,,,,,
Grand Cafè & Tre Marie,45.4717803,9.2064154,cafe,,,,,
Il Baretto,45.4514792,9.1964230,cafe,,,,,
Bar Cuore,45.4589261,9.1805832,bar,,,,,
Raboucer,45.4588716,9.1803391,bar,,,,,
B Locale,45.4805872,9.1718714,cafe,,,,,
Marlà Pasicceria,45.4501909,9.2059599,cafe,pastry,https://www.marlapasticceria.it/,+39 02 36536410,Mo off; Tu-Fr 08:00-19:00; Sa-Su 08:30-19:00,"Corso Lodi 15, 20135"
Felicetta Café & Bistrot,45.4721702,9.1677971,cafe,,https://felicetta.it/,,,"Largo Quinto Alpini 2, 20145, Milano"
Torrefazione Moka Hodeidah,45.4823540,9.1671007,cafe,,,+39 02 342472,,"Via Piero della Francesca 8, 20154"
Cafezal,45.4660477,9.1664574,cafe,coffee_shop,https://cafezal.it/,+39 02 4951 9174,,"Corso Magenta 96, 20123, Milano"
Santeria Toscana 31,45.4456408,9.1883503,pub,,https://www.santeria.milano.it/toscana-31,+39 02 2219 9381,"Su-Mo 11:00-01:00, Tu-Th 11:00-02:00, Fr-Sa 11:00-03:00","Viale Toscana 31, 20136, Milano"
Food & bar,45.4644201,9.2071111,bar,,,,,
Red Coffee,45.4674986,9.2068347,bar,,,,,Viale Premuda
Bar Mauro,45.4727362,9.2241462,cafe,,,,,
Bar Azzurra,45.4911061,9.2055596,cafe,,,,,
Tripstillery,45.4818748,9.1934494,bar,,,,,
Blu Bar,45.4551029,9.1367998,cafe,,,+39 02 415 8385,,
Mundial Break,45.4800342,9.2255556,cafe,,,,,Via Dino Compagni 2
Elbarett,45.5072786,9.1981260,bar,,,,,
Rizla,45.4575329,9.1807916,bar,,,,,"Corso di Porta Ticinese 38, 20123, Milano"
Caffè Napoli,45.4593018,9.1810348,cafe,,https://www.caffenapoli.com/,,,
Artefact,45.4560238,9.1816428,bar,,,,Mo-Su 16:30-03:00,"Via Vetere 14, 20123, Milano"
Bistrot,45.5159631,9.2122972,cafe,,,,,
A cup tea,45.4431461,9.2182477,cafe,bubble_tea,,,,
Chiccotosto,45.5105871,9.1881480,cafe,,,,Mo-Sa 07:30-20:00; Su closed; PH closed,"Piazza Ospedale Maggiore 3, 21026, Milano"
Rita caffetteria,45.5086140,9.1861574,cafe,,,,Mo-Fr 07:30-18:00; Sa-Su closed; PH closed,"Piazza Ospedale Maggiore, 21026, Milano"
JamCafé,45.5108341,9.1872418,cafe,,,+39 02 6610 4713,Mo-Sa 06:00-16:00; Su closed; PH closed,"Piazza Ospedale Maggiore 3, 21062, Milano"
Cioccolati Italiani,45.5108274,9.1872857,cafe,ice_cream,https://www.cioccolatitaliani.it/,,Mo-Su 07:30-16:00; PH closed,"Piazza Ospedale Maggiore 3, 21026, Milano"
Le Jardin Bistrot,45.4615750,9.1850917,cafe,,https://lejardinbistrot.eatbu.com/,,,"Via San Maurilio 1n05, 20123, Milano"
PANGU cocktail enoteca& musica,45.4895357,9.1892595,bar,,,,24/7 17:30-02:00,"Via Pietro Borsieri 32, 20159, Milano"
Vogue bar,45.4569660,9.1836339,cafe,,,+390258313037,Mo-We 07:00-20:00; Th-Fr 07:00-02:00; Sa 21:00-03:00; Su off,"Via Fernanda Wittgens 12, 20131, Milano"
Giacomo,45.4632066,9.1914879,cafe,coffee_shop;italian,https://giacomomilano.com/it/i-luoghi/caffe-letterari/giacomo-caffe-milano,+39 02 89096698,,"Piazza del Duomo 12, 20100, Milano"
Bierfabrik,45.4802582,9.2125233,pub,,http://www.bierfabrik.it/,,"Mo-Th 17:30-01:00; Fr, Sa 17:30-02:00; Su 17:30-00:00",
Bar Crisa,45.4593214,9.1465770,bar,,,+39 02 4895 8509,,"Viale Caterina da Forlì 7, 20146, Milano"
Marla’Pasticceria,45.4503925,9.2063376,bar,,,,,Corso Lodi 15
Marla’ Pasticceria,45.4504121,9.2063181,bar,,,,,"Corso Lodi 15, 20135"
Bar Fratelli,45.5021464,9.2108050,cafe,,,,,
Greco 39,45.4994007,9.2118591,cafe,,,,,
Bar Cinzia,45.4859400,9.1537203,cafe,,,,,
Miss Cake,45.4807183,9.1770569,cafe,bubble_tea,,,,
Cantina Sarpi 1,45.4817393,9.1808963,bar,,,,,
Mocano,45.4814520,9.1776377,cafe,bubble_tea,,,,
Pangu,45.4816974,9.1804238,bar,,,,,
La Darsena,45.4516695,9.1801878,bar,,,,,"Corso San Gottardo 3, 20136, Milano"
The Roof Milano Bar & Restaurant,45.4608254,9.1886983,bar,,https://www.deicavaliericollection.com/en/the-roof/index,+39 02 88 57 900,,
All Beer,45.4735826,9.1262369,pub,,,,Mo-Sa 17:00-02:00; Su 17:00-00:00,"Via Alfonso Capecelatro 75, 20148, Milano"
Bootleg Pub,45.4639121,9.1604671,pub,,,+39 02 99247780,Mo-Su 18:00-02:00,"Via Coluccio Salutati 2, 20144, Milano"
Icon Cafe,45.4857439,9.1629919,cafe,,,,,
Cafè Madeira,45.4530440,9.2028792,bar,,,,Mo-Su 18:30-02:00,
Rusty,45.4593984,9.2062637,bar,,,,,
Coyote Ugly,45.4860050,9.2328541,cafe,,,,,
Pasticceria Napoletana De Luca,45.4859923,9.2320575,cafe,,,,07.15/19.30,"Via Nicola Antonio Porpora 156, 20131, Milano"
Bar Abreu,45.4638382,9.0870602,cafe,,,,,
Backi Bar Caffetteria,45.4879052,9.1625547,cafe,,,,,
Orange Spritz Bar,45.4756322,9.2046415,bar,,,,Tu-Sa 18:00-02:00,
Teddy bar,45.4769940,9.2047593,bar,,,,,
The Alley,45.4818328,9.1802440,cafe,bubble_tea,,,,
MochiMochi,45.4817271,9.1792669,cafe,bubble_tea;mochi;tea,,,,"Via Paolo Sarpi 12, 20154"
Et pourqoui pas?,45.4492642,9.2109653,bar,,,,,
Shaker,45.4660912,9.1856417,cafe,,,,,
Bottini,45.4579454,9.1805505,bar,,,,,
Panda Tea,45.4564442,9.1806933,cafe,bubble_tea,,,,"Corso di Porta Ticinese 58, 20123, Milano"
Jungle Fish,45.4834542,9.1752771,bar,,,,,
Le Cafè,45.4385262,9.1785580,cafe,,,,,"Via Giuseppe Meda 53, 20141, Milano"
Larga 8,45.4424407,9.1790624,pub,,https://www.larga8.com/,,,"Via Giuseppe Meda 29, 20141, Milano"
Il Tulipano,45.4413283,9.1786233,cafe,,,,,"Via Giuseppe Meda 38, 20141, Milano"
Lucy Bar,45.4405086,9.1787361,cafe,,,,,"Via Giuseppe Meda 43, 20141, Milano"
Lankee,45.4823778,9.1760992,cafe,bubble_tea,,,,
Good Time Cafe,45.4812055,9.1727082,cafe,,,,,
Tassello del Sei,45.4462316,9.1965839,bar,,,,,
Caffè Margherita,45.4461695,9.1951892,cafe,,,,,
41 Wine Bar,45.4881445,9.1909717,bar,,,,,"Via Volturno 41, 20124, Milano"
Bar Lambrate,45.4824417,9.2367215,cafe,,,,,
Carta da Zucchero,45.4616663,9.0894044,cafe,,,,,
Felix,45.4514280,9.1742263,bar,,,,,Via Filippo Argelati 1
Ricomincio Da Tre,45.5149145,9.2058978,cafe,coffee_shop,,,,
Sympathy,45.4659095,9.2271769,cafe,coffee_shop;snack,,,,"Via Francesco dall'Ongaro 3, 20133, Milano"
Bar Piceno,45.4651823,9.2175976,cafe,,,,,
Bar Family,45.5161327,9.1553239,bar,,,,,
La Buttiga Franco's Room,45.4483611,9.1867107,pub,,https://www.labuttiga.it,+39 351 695 2833,,
Bioch Milano,45.5204631,9.1694507,cafe,coffee_shop;dessert;cake;lunch,,+39 02 4775 1828,,"Via Alessandro Astesani 50, 20161, Milano"
Beverly Food Drink,45.5137696,9.0980999,cafe,,,,,
Caffè Pascucci,45.5131124,9.0983368,cafe,coffee_shop,,,,
Leo Cafe,45.5132837,9.0986672,cafe,,,,,
Bauli,45.5131574,9.0995307,cafe,,,,,
Cioccolatitaliani,45.5128993,9.0997904,cafe,,,,,
Dolcevita Bistrot,45.4904079,9.1880093,cafe,,https://dolcevitabistrot.it/,+39 02 39525210,Tu-Su 07:00-23:00; Mo 07:00-18:00,"Via Alserio 28, 20159"
Magazzini Generali,45.4440969,9.1952615,nightclub,,https://www.magazzinigenerali.org/,+39025393948,,"Via Pietrasanta 16, 20141, Milano"
Simpson,45.4951555,9.2288318,cafe,,,,,
Saverio's Cafè,45.4875625,9.2173348,cafe,,,,,"Viale Monza 6, 20127, Milano"
Blu & Bubbles,45.4933291,9.1881973,bar,,,,,
Isola Bar,45.4892170,9.1872077,bar,,,,,
Al 93,45.4494100,9.1647087,cafe,,,,,"Ripa di Porta Ticinese 93, 20143, Milano"
Double Face Caffè,45.4488197,9.1617972,cafe,,,,,"Ripa di Porta Ticinese 107, 20143, Milano"
Daisy American Garden,45.4498480,9.1678077,bar,,https://www.instagram.com/daisyamericangarden/,,,"Ripa di Porta Ticinese 79, 20143, Milano"
Easy Beer,45.4498777,9.1679578,biergarten,,,,,"Ripa di Porta Ticinese 79, 20143, Milano"
Steam Factory,45.4511630,9.1727163,bar,,,,,"Ripa di Porta Ticinese 51, 20143, Milano"
Pasticceria Grecchi,45.4808385,9.2247040,cafe,,,,Tu-Su 06:00-21:00,
Amaretto Caffé,45.4657959,9.1739419,cafe,,,+390297102024,,"Corso Magenta 50, 20123, Milano"
Baltic bar,45.4645122,9.1812353,cafe,,,,,
LUX Gourmet Social Club,45.4867976,9.2332199,bar,,,,,"Via Eugenio Carpi 5, 20131, Milano"
Lino's coffee,45.4442958,9.1671829,cafe,,,,,"Viale Romolo 1, 20143, Milano"
bArT,45.4809080,9.1886946,bar,,,,,
DaTe Bistrot,45.4806746,9.1888549,cafe,,https://datebistrot.com/,+39 02 96114023,,"Viale Monte Grappa 7N02, 20124, Milano"
Crema & Cioccolato,45.4540929,9.2178307,cafe,,,,,"Piazza Imperatore Tito 1, Milano"
Caffè 19,45.5313717,9.1720075,cafe,,,,,"Via Pesaro 19, 20161"
Simpaty,45.4776227,9.2428533,cafe,,,,,
Villa Occupata,45.5225712,9.1574010,pub,,https://puntello.org/place/Villa%20Vegan%20Occupata,,Tu 14:00-19:00; We 21:00-00:00,"Via Alessandro Litta Modignani 66, 20161"
Lido Liquor Bar,45.4565347,9.1732402,bar,,https://lidoliquorbar.it/,,Mo-Th 17:00-01:00; Fr-Sa 17:00-03:00; Su 17:00-00:00,"Piazzale Antonio Cantore 4n06, 20123, Milano"
Noma29,45.4836120,9.1642225,pub,burger,https://www.noma29.it,+39 02 49457316,"Mo off; Tu-Fr 12:00-15:00, 19:00-24:00; Sa 19:00-24:00; Su off; ","Via Piero della Francesca 29, 20154, Milano"
Martin Eat,45.4752207,9.2482484,cafe,,,,,
Saloon of the Artists,45.4819652,9.1772746,pub,,,+39 02 33600311,,Via Giovanni Battista Niccolini 24
Ultramarino,45.4742659,9.2093524,bar,tapas,https://www.instagram.com/ultramarino.bar/,,Tu-Su 18:00-00:00,"Via Lambro 9, 20129"
DRK Milano,45.4973537,9.2221363,nightclub,,https://dkrmilano.it/,,,"Via Merano 18, 20127, Milano"
Twin's,45.4660359,9.1954934,cafe,,http://twinscafe.it,+39 02 7691573,,"Via San Pietro all'Orto 7, 20121, Milano"
Caffè Imprinting,45.4879132,9.1669557,cafe,,,,,
Montalcino Caffè,45.4477537,9.1544595,cafe,,,,,"Via San Cristoforo 1, 20144, Milano"
Specialty,45.4508345,9.1916870,cafe,,,,,
Cafè Gatta,45.5056125,9.2639213,cafe,,,,Mo-Fr 06:30-19:00; Sa 07:00-19:00,
Égalité,45.4775865,9.1703135,cafe,,https://www.egalitemilano.it/,,,
Cafezal Specialty Coffee Roasters,45.4796579,9.2040437,cafe,breakfast;coffee_shop,https://cafezal.it/,,Mo-Fr 09:00-17:00; Sa-Su 09:00-18:00,Via San Gregorio 29A
Caffè Rita,45.4861127,9.2194055,cafe,,,,,
Incipit23 Bistrot Letterario,45.4889130,9.2293324,bar,,https://bistrot.incipit23.it/,+393783029659,,Via Casoretto 42
Peter Bar,45.4902453,9.2350475,cafe,,,,,
Bar Giada,45.4959978,9.2379034,cafe,,,,,
Pizza And Food,45.4952099,9.2375734,pub,,https://www.pizzaandfoodmilano.it/,+390228900440,,Via Monfalcone 32
Magnete bistrot,45.5177779,9.2431463,cafe,,,,Mo-Fr 07:45-21:00; Sa 07:45-15:30; Su off,"Via Adriano 107, 20128, Milano"
La Conca social bar,45.4561559,9.1768937,cafe,,https://www.laconca.eu/,,,"Via Galeazzo Alessi 1, 20123, Milano"
The Ghost Pub,45.4984974,9.1863419,pub,,https://ghostpub.it/,+39 02 6887874,"Mo-Th 12:00-15:00,18:00-25:30; 12:00-15:00,18:00-26:00; Sa 19:00-26:00; Su 19:00-25:00","Piazzale Carlo Maciachini 10, 20159"
Bar Capriccio,45.4409727,9.2129653,cafe,,,,,
Dalle 8,45.4814209,9.1854144,cafe,chinese,,,Mo-Su 08:00-18:00,
Lino's,45.4479569,9.2119162,cafe,,,,,
Gran Caffetteria,45.4606039,9.1452679,cafe,,,,Mo-Th 06:30-20:30; Fr 06:30-16:00; Sa 07:30-12:30,
Touch Tea,45.4662494,9.1873599,cafe,bubble_tea,,,,
Aurora,45.4602760,9.2094453,cafe,,,,,
Broletto Cafe,45.4676692,9.1855206,cafe,,,,,
Miao Ka,45.4811153,9.1811362,cafe,,,,,"Viale Montello 6n02, 20154, Milano"
Dea Bar Caffè,45.4657780,9.1501260,cafe,,,,,
MuroNero,45.4609630,9.1420759,bar,,,,Mo-Su 09:00-01:00,
Bar Friends,45.5141120,9.1762165,bar,,,,"Mo-Su 09:00-13:00, 15:00-19:00",Via Chianciano 10
Inzuppo,45.4566398,9.1699844,cafe,breakfast;coffee_shop,https://www.inzuppo.com/,,,"Viale Coni Zugna 52, 20144, Milano"
La Isla,45.4613892,9.2142820,cafe,,,,,
Caffè Unes,45.4844178,9.1570857,cafe,,,,,
Dim Sum,45.4625230,9.2297137,bar,,,,,
AgroRistoro,45.4657705,9.2408058,bar,,,,,
Fiuri Milano - Flowers and Coffee,45.4891231,9.1860449,cafe,,,+39 345 766 5737,"Tu-Fr 08:00-12:00, 13:00-19:00; Sa 08:30-19:00; Su 08:30-13:00","Piazza Fidia, 20159"
DaVittorio café Loius Vuitton,45.4672700,9.1965144,cafe,,,,,"Via Monte Napoleone 2, 20121"
